Employee_ID,Name,Department,Role,Annual_Salary,Bonus,Total_Compensation,Years_of_Experience,Gender,Age,Performance_Rating,Salary_Range,Education_Level_Bachelor's,Education_Level_Master's,Education_Level_PhD,Bonus_Percentage,Annual_Salary_Zscore,Total_Compensation_Category,Years_to_Retirement,Name_Initial,High_Performer
32171,Bryan Carey,Marketing,Analyst,1.5721972145831145,45983.48,164712.89,23,Female,58,-0.11935436616460045,High,0,1,0,48070.51507283071,1.5721972145831145,High,7,B,False
32606,Daniel Chapman,HR,Analyst,0.6861515024736154,19210.11,131351.91,22,Female,36,0.6630122001000778,High,0,1,0,27357.26795395947,0.6861515024736154,High,29,D,False
33940,Robert Alexander,Engineering,Manager,-1.6418712607892467,5857.85,155370.86,2,Non-binary,44,1.0107306739954904,Low,0,0,1,173296.05603668682,-1.6418712607892467,High,21,R,False
16513,Sheila Lynch,Marketing,Manager,0.57028140759013,41188.04,47900.59,18,Male,41,1.4453787663647562,High,0,1,0,61573.303613669406,0.57028140759013,Low,24,S,False
53302,Crystal Hughes,Marketing,Sales Executive,0.6310931506977536,20849.75,109367.75,24,Male,35,-1.3363690247985442,High,0,0,1,30376.11233065493,0.6310931506977536,Medium,30,C,False
25857,Sandy Smith,Engineering,Consultant,1.143436799547009,26634.17,152086.53,1,Non-binary,48,-1.2494394063246912,High,0,0,1,31955.234232255872,1.143436799547009,High,17,S,False
81575,Devon Robinson,Marketing,Consultant,0.9094754800721616,21810.75,98861.75,3,Non-binary,46,0.5760825816262249,High,0,0,1,28461.975465825242,0.9094754800721616,Medium,19,D,False
50057,Traci Lopez,Finance,Analyst,-1.1539318389343485,27848.52,84324.41,2,Non-binary,31,-0.11935436616460045,Low,0,0,1,160147.12794500767,-1.1539318389343485,Medium,34,T,False
10823,Bruce Cook,HR,Analyst,-0.05804101624101363,40448.45,89735.37,16,Female,55,1.0976602924693433,Medium,0,1,0,82796.04357021712,-0.05804101624101363,Medium,10,B,False
51334,Michelle Lee,Marketing,Manager,-1.0263128867658269,47599.66,145801.78,19,Female,52,-1.5102282617462506,Medium,1,0,0,226090.52820708707,-1.0263128867658269,High,13,M,False
73039,Edward Nelson,Marketing,Sales Executive,0.39506183972767495,5608.16,158785.35,17,Non-binary,57,0.22836410773081198,High,0,0,1,9065.595236876796,0.39506183972767495,High,8,E,False
54152,Riley Kline,Engineering,Sales Executive,0.2809379140054046,28482.71,187479.81,22,Non-binary,43,-0.03242474769074725,High,0,1,0,48617.387430216135,0.2809379140054046,High,22,R,False
92067,Samantha Butler,Finance,Analyst,1.7152452553572142,38287.65,189041.46,17,Male,57,-0.8147913139554254,High,0,0,1,38377.685307971486,1.7152452553572142,High,8,S,False
79882,Denise Chen,Sales,Consultant,0.09167326532110984,37068.08,122277.88,15,Male,48,1.3584491478909024,Medium,0,0,1,69740.39485761289,0.09167326532110984,Medium,17,D,False
19284,Stephanie Stewart,Engineering,Engineer,-0.7855037705368203,32185.9,143355.28,24,Male,30,0.5760825816262249,Medium,0,1,0,115084.62180555168,-0.7855037705368203,High,35,S,False
22445,Kristen Conrad,Marketing,Consultant,-1.5203162145193505,38514.05,155038.72,26,Male,40,0.5760825816262249,Low,0,0,1,560596.9529483115,-1.5203162145193505,High,25,K,False
46539,Cynthia Atkins,Marketing,Consultant,1.3063032741254381,8263.38,69398.29,27,Male,41,1.0107306739954904,High,0,0,1,9387.60277833097,1.3063032741254381,Low,24,C,False
82625,Regina Roberts,Sales,Sales Executive,0.3893917803664093,28816.85,77733.85,10,Female,45,-1.1625097878508381,High,1,0,0,46705.36790572116,0.3893917803664093,Medium,20,R,False
32030,Karen Carroll,Marketing,Sales Executive,0.6816363671901261,48798.43,91116.47,6,Non-binary,39,1.184589910943197,High,0,0,1,69622.75716005632,0.6816363671901261,Medium,26,K,False
64021,Jamie Burnett,Finance,Manager,-1.7580933777990442,38788.13,94668.0,26,Male,28,-0.11935436616460045,Low,0,0,1,89294743.00272794,-1.7580933777990442,Medium,37,J,False
94555,Dylan Ellis,Finance,Consultant,0.6171006672413212,40953.24,67607.12,12,Male,53,-0.46707284006001293,High,0,0,1,60016.262613168095,0.6171006672413212,Low,12,D,False
97380,Andre Baxter,Finance,Consultant,-0.2657698749961888,33637.75,67728.99,12,Non-binary,34,0.054504870783105966,Medium,1,0,0,78429.63770183208,-0.2657698749961888,Low,31,A,False
69163,David Payne,Engineering,Sales Executive,0.3408548681978993,39653.05,83214.93,20,Male,38,0.22836410773081198,High,1,0,0,65753.40682927743,0.3408548681978993,Medium,27,D,False
59061,Tom Schroeder,Marketing,Sales Executive,0.11612121783610803,29462.19,140709.82,16,Non-binary,42,0.5760825816262249,Medium,0,0,1,54708.09519597736,0.11612121783610803,High,23,T,False
79693,Christopher Jones,Engineering,Analyst,1.3645276070769228,10573.37,92369.48,10,Female,31,0.7499418185739309,High,1,0,0,11787.999573830559,1.3645276070769228,Medium,34,C,False
81336,Megan Walters,HR,Sales Executive,0.9429537031541378,35278.25,128954.22,19,Non-binary,32,1.2715195294170498,High,0,0,1,45466.132095281064,0.9429537031541378,High,33,M,False
89793,Brent Koch,Finance,Consultant,0.08570599916013097,43920.53,82122.43,22,Non-binary,32,0.8368714370477841,Medium,1,0,0,82899.90129948981,0.08570599916013097,Medium,33,B,False
52888,Antonio Greene,HR,Consultant,1.3605685463494002,37465.93,88604.1,11,Female,36,1.3584491478909024,High,0,0,1,41822.87730396338,1.3605685463494002,Medium,29,A,False
35695,Jason Oneill,Engineering,Consultant,1.217977722432428,20284.63,106150.21,15,Male,29,-1.3363690247985442,High,0,0,1,23727.904546668127,1.217977722432428,Medium,36,J,False
10537,Bruce Evans,Engineering,Analyst,-1.2591801176698758,30594.95,164325.87,29,Non-binary,34,-1.6840874986939567,Low,0,1,0,212944.2970461026,-1.2591801176698758,High,31,B,False
98251,Jason Carson,Engineering,Manager,0.23292824289736708,16870.48,187494.2,3,Female,36,0.3152937262046652,High,0,0,1,29490.21226987114,0.23292824289736708,High,29,J,False
47177,Holly Wood,Marketing,Analyst,1.2251794424224929,27786.085,190767.08,27,Male,43,-0.6409320770077193,High,0,1,0,57893.64024030221,1.2251794424224929,High,22,H,False
60392,Nicholas Smith,Marketing,Manager,1.325908466803746,32411.05,58757.58,17,Female,43,0.8368714370477841,High,0,1,0,36586.57819065101,1.325908466803746,Low,22,N,False
49846,Kimberly Williams,Sales,Analyst,0.013203699461657772,9389.45,163424.69,17,Female,37,0.7499418185739309,Medium,0,0,1,18447.36233798266,0.013203699461657772,High,28,K,False
44946,Nancy Hunt,Finance,Manager,0.64617275198981,44162.39,112580.87,13,Non-binary,36,1.3584491478909024,High,0,0,1,63937.131754803886,0.64617275198981,Medium,29,N,False
16309,Brandi Harrington,Marketing,Consultant,1.20288734818601,14006.87,109284.73,12,Male,47,0.3152937262046652,High,0,0,1,16467.967134852224,1.20288734818601,Medium,18,B,False
76617,Holly Price,Sales,Engineer,-1.6506908250429952,21432.54,145558.97,20,Male,24,-0.5540024585338661,Low,0,1,0,685393.8529773704,-1.6506908250429952,High,41,H,False
59646,Brenda Cross,Sales,Sales Executive,1.4270747463913995,40885.64,61500.53,5,Male,49,-1.3363690247985442,High,0,1,0,44687.753734241596,1.4270747463913995,Low,16,B,False
74477,Edgar Dunn,HR,Analyst,-1.4277847747033203,12505.5,88797.03,21,Male,32,0.7499418185739309,Low,0,1,0,131266.15838112537,-1.4277847747033203,Medium,33,E,False
69453,Adam Johnson,Marketing,Engineer,-0.12044240382002401,17222.7,47014.7,10,Male,25,-1.1625097878508381,Medium,0,0,1,36596.13097362103,-0.12044240382002401,Low,40,A,False
12823,Jennifer Wall,HR,Sales Executive,-0.7574243818475015,42381.56,105260.46,29,Male,35,0.6630122001000778,Medium,0,0,1,147294.55223466287,-0.7574243818475015,Medium,30,J,False
26304,Amber Jones,Sales,Sales Executive,-0.9941581528122106,15152.35,65131.52,7,Non-binary,44,0.14143448925695917,Medium,1,0,0,68947.8169951577,-0.9941581528122106,Low,21,A,False
97231,Lori Jimenez,Engineering,Consultant,-1.357704488626391,39743.13,100216.03,10,Male,36,0.6630122001000778,Low,1,0,0,344427.9478044786,-1.357704488626391,Medium,29,L,False
74938,Betty Howard,Finance,Sales Executive,1.1113311775912136,19418.49,117306.88,8,Non-binary,51,-1.4232986432723975,High,1,0,0,23558.52210554291,1.1113311775912136,Medium,14,B,False
53447,Brooke Duran,Sales,Analyst,-0.5882091517830892,43800.69,75342.57,27,Non-binary,56,-1.5971578802201036,Medium,0,0,1,130236.61543417754,-0.5882091517830892,Medium,9,B,False
15537,Luis Lee,Marketing,Sales Executive,-0.6295836335597906,9382.77,118913.41,24,Male,57,1.0976602924693433,Medium,0,0,1,28920.12906592344,-0.6295836335597906,Medium,8,L,False
11406,Mr. Thomas Powell,Sales,Analyst,-1.1560211583771083,46717.96,116776.45,6,Female,24,1.2715195294170498,Low,0,0,1,269588.6639810262,-1.1560211583771083,Medium,41,M,False
78436,Tiffany Caldwell,HR,Sales Executive,-0.5405717813036904,27008.6,172812.48,24,Female,45,0.7499418185739309,Medium,1,0,0,77168.91281655672,-0.5405717813036904,High,20,T,False
78787,Donna Proctor,Engineering,Manager,-0.9738710954931965,24721.27,90108.66,7,Male,41,1.184589910943197,Medium,1,0,0,109584.93883308512,-0.9738710954931965,Medium,24,D,False
67751,John Jackson,Marketing,Engineer,0.9137491744373338,5319.8,183359.81,29,Female,43,-0.03242474769074725,High,1,0,0,6930.984306731295,0.9137491744373338,High,22,J,False
45097,Raymond Bowen,Engineering,Sales Executive,0.9989188842058845,18657.17,74514.75,24,Female,53,1.184589910943197,High,0,1,0,23557.279599423295,0.9989188842058845,Low,12,R,False
52024,Raymond Ellis,Sales,Engineer,1.3046768748685853,11670.13,173731.06,6,Female,32,-0.9017209324292785,High,1,0,0,13264.873694814081,1.3046768748685853,High,33,R,False
42323,Allison Dunn,Marketing,Analyst,-0.44210000771258284,45954.26,110068.54,9,Female,45,1.184589910943197,Medium,0,0,1,121486.88384408526,-0.44210000771258284,Medium,20,A,False
42767,Daniel Mcdaniel,Sales,Manager,0.875614817110384,38896.17,149612.75,4,Female,51,0.5760825816262249,High,0,0,1,51409.821784671054,0.875614817110384,High,14,D,False
24973,Jacqueline Russell,HR,Engineer,-0.8225487920669536,36428.43,82395.8,21,Male,24,-1.5102282617462506,Medium,0,1,0,135403.6954117161,-0.8225487920669536,Medium,41,J,False
91471,Jeffrey Moore,Sales,Engineer,-0.3995829590704594,36521.96,156928.34,7,Male,58,-1.6840874986939567,Medium,1,0,0,93532.8200183398,-0.3995829590704594,High,7,J,False
69705,Barbara Lopez,Marketing,Sales Executive,-0.07339913008845189,33108.23,56412.23,2,Female,57,-0.7278616954815721,Medium,0,1,0,68388.22762820625,-0.07339913008845189,Low,8,B,False
12136,Tammy Whitehead,HR,Analyst,1.5482837907153615,49412.72,61053.01,15,Male,35,0.8368714370477841,High,0,0,1,52028.82428750084,1.5482837907153615,Low,30,T,False
91679,Lindsey Simpson,Engineering,Sales Executive,0.7089138044827779,27690.42,113649.43,27,Female,55,-0.9017209324292785,High,0,1,0,39070.520294959024,0.7089138044827779,Medium,10,L,False
24000,Erin Richardson,Sales,Manager,-0.8235560632996702,22017.19,57484.66,21,Non-binary,28,1.0976602924693433,Medium,0,0,1,81925.48862898975,-0.8235560632996702,Low,37,E,False
57664,Danielle Simpson,Marketing,Analyst,-0.03243750594504056,23760.24,165592.81,23,Female,27,-1.3363690247985442,Medium,0,0,1,47915.095415658754,-0.03243750594504056,High,38,D,False
47832,Allen Taylor,Finance,Engineer,-0.17324096999294916,21915.65,54688.66,3,Non-binary,50,-1.77101711716781,Medium,0,0,1,48117.988289976674,-0.17324096999294916,Low,15,A,False
36275,Haley Juarez,Sales,Manager,-0.11722572638858653,30451.92,55411.85,11,Female,49,0.5760825816262249,Medium,1,0,0,64579.87455275823,-0.11722572638858653,Low,16,H,False
38619,Allison Anderson,HR,Sales Executive,1.4755815576580191,19529.04,104768.93,6,Non-binary,38,0.8368714370477841,High,1,0,0,21025.082719809765,1.4755815576580191,Medium,27,A,False
51251,Rachel Monroe,Engineering,Manager,-1.355510925007612,35318.68,174728.96,3,Male,40,-0.46707284006001293,Low,0,0,1,304422.58161157835,-1.355510925007612,High,25,R,False
48205,Timothy Anderson,Marketing,Analyst,-0.14358017497381315,12237.76,51507.59,10,Male,27,1.2715195294170498,Medium,0,0,1,26376.05687237244,-0.14358017497381315,Low,38,T,False
48287,Andrew Wood,Sales,Consultant,0.5483213738292338,43780.92,106941.02,21,Female,42,-1.0755801693769849,High,1,0,0,66072.2366280113,0.5483213738292338,Medium,23,A,False
32745,Christopher Reyes,Marketing,Manager,-1.3939805113261363,38524.86,166228.91,18,Male,32,1.4453787663647562,Low,0,0,1,366995.3186542733,-1.3939805113261363,High,33,C,False
98116,Dave Ray,Marketing,Consultant,1.7035309348964516,48876.91,182793.61,4,Female,51,-1.5971578802201036,High,0,1,0,49157.565057311,1.7035309348964516,High,14,D,False
17398,Grant Patel,Finance,Engineer,-0.27823006412062445,6981.36,148788.2,4,Male,45,0.22836410773081198,Medium,1,0,0,16414.62535794495,-0.27823006412062445,High,20,G,False
54350,Garrett Alvarado,Engineering,Engineer,0.24751799161761473,23459.31,65398.47,12,Non-binary,24,0.054504870783105966,High,0,0,1,40709.64222235133,0.24751799161761473,Low,41,G,False
82151,Sean Brown,Sales,Sales Executive,-1.2422786196844813,35979.43,62658.99,4,Female,44,1.2715195294170498,Low,0,1,0,242239.4396430971,-1.2422786196844813,Low,21,S,False
65197,Timothy Bradshaw,Marketing,Manager,-1.1977093232366627,31617.94,47871.91,27,Non-binary,25,0.14143448925695917,Low,0,0,1,195989.6644840124,-1.1977093232366627,Low,40,T,False
29587,Anthony Higgins,Finance,Consultant,-1.3960165997002905,36077.44,133466.33,9,Female,30,-0.9017209324292785,Low,1,0,0,345605.31773547543,-1.3960165997002905,High,35,A,False
81714,Brian Andrews,HR,Engineer,0.7587393521037756,13373.53,100919.26,4,Male,33,1.6192380033124625,High,1,0,0,18496.39273812413,0.7587393521037756,Medium,32,B,False
88875,Timothy Orozco,Engineering,Analyst,0.06936596220788323,21755.26,165589.29,7,Female,29,1.6192380033124625,Medium,1,0,0,41429.86101732558,0.06936596220788323,High,36,T,False
70221,Kathryn Hernandez,Finance,Engineer,1.2557277387699832,11734.6,122801.72,24,Female,23,-0.11935436616460045,High,1,0,0,13554.677268547952,1.2557277387699832,Medium,42,K,False
93256,Troy Thompson,HR,Manager,0.44280282067989546,19364.37,189180.05,20,Non-binary,32,-1.0755801693769849,High,0,1,0,30623.984383930925,0.44280282067989546,High,33,T,False
20296,Mario Shannon,Engineering,Consultant,-1.7386545322101286,20794.95,142263.06,11,Female,54,-1.5102282617462506,Low,0,1,0,3456946.1984121157,-1.7386545322101286,High,11,M,False
91786,Christina Chapman,Engineering,Consultant,-0.19959415117178075,11716.02,135737.36,18,Female,53,-1.0755801693769849,Medium,1,0,0,26158.23515282588,-0.19959415117178075,High,12,C,False
73514,William Mcdaniel,Engineering,Consultant,1.1809453749662477,48643.46,86323.18,6,Non-binary,38,0.22836410773081198,High,0,0,1,57617.17547860668,1.1809453749662477,Medium,27,W,False
69681,Sharon Johnson,Engineering,Manager,0.8580450791030328,31275.34,106247.15,9,Non-binary,40,1.6192380033124625,High,1,0,0,41614.679479601815,0.8580450791030328,Medium,25,S,False
36647,Yvette Rojas,HR,Engineer,-1.6949328137892108,29797.22,105794.76,4,Female,39,-0.11935436616460045,Low,0,0,1,1604743.0617942053,-1.6949328137892108,Medium,26,Y,False
85841,Amanda Montes,Finance,Analyst,1.2389434758761602,44517.51,57445.15,29,Female,55,0.7499418185739309,High,0,1,0,51710.16505871247,1.2389434758761602,Low,10,A,False
85610,Marissa Webb,HR,Engineer,0.967962166147487,6650.42,163096.08,15,Non-binary,40,-0.7278616954815721,High,1,0,0,8492.386156366607,0.967962166147487,High,25,M,False
33050,Brianna Jackson,HR,Manager,-0.4520019370279731,49299.64,190979.73,21,Male,32,1.0976602924693433,Medium,0,0,1,131317.83085425335,-0.4520019370279731,High,33,B,False
44354,Jose Mann,Sales,Engineer,0.021359142764234944,8457.27,193468.62,12,Male,25,0.4891529631523716,Medium,0,1,0,16539.82919606556,0.021359142764234944,High,40,J,False
87938,Kristopher Miller,Finance,Analyst,-1.1449614533195513,42491.27,178962.09,13,Non-binary,27,0.4891529631523716,Low,1,0,0,240786.29472160482,-1.1449614533195513,High,38,K,False
83222,Lisa Mcneil,Sales,Manager,-0.9274621586625055,39884.24,154667.78,1,Non-binary,36,-0.6409320770077193,Medium,0,1,0,166939.48369144308,-0.9274621586625055,High,29,L,False
38906,Derrick Sanders,Sales,Engineer,-0.6198581905849546,47141.21,124333.18,7,Non-binary,48,-0.9886505509031317,Medium,0,1,0,144061.57426807788,-0.6198581905849546,Medium,17,D,False
81886,Jesse Cox,Sales,Manager,-0.7735194925138446,32432.37,148731.74,21,Female,40,-0.46707284006001293,Medium,0,0,1,114556.52891755226,-0.7735194925138446,High,25,J,False
32127,Brittany Smith,Engineering,Analyst,-1.3367884808836765,22815.63,99824.75,28,Male,41,-1.5971578802201036,Low,0,0,1,187947.02952035883,-1.3367884808836765,Medium,24,B,False
78472,Vanessa Pratt,Marketing,Sales Executive,1.0029349782211983,25620.08,193080.25,17,Male,39,0.9238010555216369,High,0,1,0,32301.896895680715,1.0029349782211983,High,26,V,False
86285,Mary Proctor,Finance,Engineer,-0.47430163570282763,35474.56,195585.49,15,Male,45,-0.7278616954815721,Medium,0,0,1,96131.83824431381,-0.47430163570282763,High,20,M,False
85645,Mary Reilly,Engineering,Consultant,1.0313312185093588,38389.96,128899.12,20,Non-binary,29,1.6192380033124625,High,0,1,0,47909.74582801782,1.0313312185093588,High,36,M,False
48072,Elizabeth Edwards,Sales,Manager,-0.5562610050719176,27786.085,85069.82,2,Male,30,0.4022233446785184,Medium,1,0,0,143705.24425328214,-0.5562610050719176,Medium,35,E,False
48938,Janet Bowers,Sales,Consultant,-1.4007541648061663,37642.41,184492.45,12,Female,41,0.3152937262046652,Low,0,0,1,365357.6124853872,-1.4007541648061663,High,24,J,False
79636,Gary Prince,Finance,Analyst,0.9481836556446133,31553.57,166875.81,19,Non-binary,38,1.0976602924693433,High,0,0,1,40587.270960370006,0.9481836556446133,High,27,G,False
81626,Chad Clarke,Engineering,Analyst,0.685322618691046,11336.9,47898.53,26,Male,23,-0.9017209324292785,High,1,0,0,16150.44148494581,0.685322618691046,Low,42,C,False
81788,Nicole Diaz,Marketing,Consultant,0.09717475963179135,8470.3,49385.75,17,Male,23,-1.4232986432723975,Medium,0,0,1,15888.921255057725,0.09717475963179135,Low,42,N,False
82867,Karen Weeks,Marketing,Analyst,-0.03647514586907629,22146.03,64902.02,24,Non-binary,58,1.3584491478909024,Medium,0,1,0,44764.51322262822,-0.03647514586907629,Low,7,K,False
50334,John Burnett,Finance,Consultant,-0.22785192731124745,44860.53,62420.21,1,Non-binary,55,-1.6840874986939567,Medium,0,1,0,102007.37854653502,-0.22785192731124745,Low,10,J,False
51439,Sara Randolph,HR,Analyst,-0.7868263091103843,27786.085,79766.17,25,Male,59,-0.7278616954815721,Medium,0,0,1,178908.63386147367,-0.7868263091103843,Medium,6,S,False
30328,Phyllis Giles,HR,Consultant,0.7171357866211119,10055.28,116458.17,8,Male,24,0.4891529631523716,High,0,0,1,14140.660799419093,0.7171357866211119,Medium,41,P,False
86365,Elizabeth Lowe,Engineering,Analyst,1.0415012042773686,47061.16,149448.7,11,Male,57,-0.9017209324292785,High,0,0,1,58517.95922103426,1.0415012042773686,High,8,E,False
53448,Barbara Lewis,Engineering,Sales Executive,0.8615307635418868,7042.92,137112.17,6,Female,39,1.7061676217863153,High,1,0,0,9358.782288764965,0.8615307635418868,High,26,B,False
94456,Angel Chung,Sales,Engineer,1.3039585722940124,8253.0,45808.59,6,Non-binary,22,-0.9886505509031317,High,0,0,1,9382.986376031942,1.3039585722940124,Low,43,A,False
66397,John Carter,Sales,Sales Executive,0.8780035613140487,42762.59,174362.02,11,Female,40,-0.46707284006001293,High,1,0,0,56468.95672462016,0.8780035613140487,High,25,J,False
31547,Susan Jones PhD,HR,Manager,-0.2553321496271573,18236.83,194751.37,20,Non-binary,42,-0.8147913139554254,Medium,0,1,0,42225.87642428216,-0.2553321496271573,High,23,S,False
70369,Rebecca Anderson,HR,Sales Executive,-1.073028219092598,16687.95,116705.49,6,Male,25,0.4891529631523716,Medium,0,1,0,84658.26340316661,-1.073028219092598,Medium,40,R,False
84990,Luis Miller,HR,Consultant,0.8418891329297126,47697.9,85114.17,13,Female,52,-1.5102282617462506,High,0,1,0,63860.52897196671,0.8418891329297126,Medium,13,L,False
18310,Howard Barnett,HR,Sales Executive,-1.03163631047796,20152.12,172942.74,4,Male,32,0.14143448925695917,Medium,0,1,0,96419.20944535194,-1.03163631047796,High,33,H,False
84419,Alisha Perez,Engineering,Sales Executive,-0.6845903385250413,32837.58,50712.46,7,Female,52,-1.2494394063246912,Medium,1,0,0,106392.87418968251,-0.6845903385250413,Low,13,A,False
61649,Kristin Higgins,Marketing,Manager,-1.2371253452809259,28861.98,154466.09,10,Female,53,0.054504870783105966,Low,0,1,0,192403.0482826626,-1.2371253452809259,High,12,K,False
12087,Stephen Smith,Marketing,Engineer,-1.166098940329856,30643.21,117438.4,12,Female,53,0.054504870783105966,Low,0,1,0,179830.95243601658,-1.166098940329856,Medium,12,S,False
20844,Brandon Edwards,Sales,Analyst,-0.3815116449821431,19750.76,112511.21,2,Male,30,1.532308384838609,Medium,1,0,0,49918.44836524548,-0.3815116449821431,Medium,35,B,False
81911,Shari Branch,Engineering,Engineer,0.33159804873775023,48302.89,69009.81,8,Male,22,0.22836410773081198,High,0,0,1,80451.28054989516,0.33159804873775023,Low,43,S,False
68381,Seth Oneal,Engineering,Engineer,0.6032944925250076,6053.17,166275.43,16,Male,51,-1.0755801693769849,High,0,0,1,8922.646821153166,0.6032944925250076,High,14,S,False
10844,Jessica Graham,HR,Sales Executive,-0.4941257728359344,14490.25,125094.41,6,Female,29,1.6192380033124625,Medium,0,1,0,39881.98120794548,-0.4941257728359344,High,36,J,False
25378,Yesenia Serrano,HR,Sales Executive,1.080070915701127,8800.3,87459.96,26,Non-binary,41,-0.8147913139554254,High,1,0,0,10794.059850250518,1.080070915701127,Medium,24,Y,False
55157,Matthew Thomas,Marketing,Manager,0.8930150395123544,12782.01,147587.3,2,Male,27,0.7499418185739309,High,0,1,0,16783.410412563117,0.8930150395123544,High,38,M,False
33154,Craig Acosta,Sales,Consultant,-0.5285336385089112,19602.4,66369.62,2,Female,36,0.3152937262046652,Medium,1,0,0,55460.2563232097,-0.5285336385089112,Low,29,C,False
80501,Christopher Mccormick,Engineering,Analyst,1.3709305441863078,21541.04,100822.39,27,Female,35,-1.4232986432723975,High,0,0,1,23966.475391027012,1.3709305441863078,Medium,30,C,False
21152,Christopher Sanders,Marketing,Sales Executive,1.6243265901792867,13472.45,143151.31,7,Female,24,0.4022233446785184,High,0,0,1,13866.9567579821,1.6243265901792867,High,41,C,False
62231,Steven Park,Marketing,Sales Executive,0.38411905291009046,37352.03,70953.91,14,Male,46,0.054504870783105966,High,0,0,1,60687.798672068035,0.38411905291009046,Low,19,S,False
74329,Ronald Wright,Marketing,Engineer,-0.43240624989763105,30442.87,67769.33,2,Male,47,1.184589910943197,Medium,1,0,0,79892.40911335037,-0.43240624989763105,Low,18,R,False
87264,April Mann,Sales,Consultant,0.29563285745646783,47265.49,103972.14,17,Non-binary,34,0.5760825816262249,High,0,1,0,80101.03312031976,0.29563285745646783,Medium,31,A,False
25787,Gregory Smith,HR,Sales Executive,1.1165354651021826,29040.9,105638.33,25,Non-binary,39,-0.5540024585338661,High,0,0,1,35168.68291637161,1.1165354651021826,Medium,26,G,False
36084,Jennifer Sanchez,Engineering,Analyst,0.4466573203798,10602.39,116783.51,28,Male,34,-0.6409320770077193,High,0,1,0,16737.966365181397,0.4466573203798,Medium,31,J,False
36924,Joe Gillespie,HR,Analyst,-0.025601115848440346,16366.35,118123.55,11,Female,42,0.14143448925695917,Medium,0,1,0,32874.39430363209,-0.025601115848440346,Medium,23,J,False
11515,Jason Peterson,Sales,Analyst,0.3441944840496875,48888.7,105416.2,14,Male,38,-1.1625097878508381,High,1,0,0,80939.4400141934,0.3441944840496875,Medium,27,J,False
56750,Kimberly Moore,HR,Consultant,1.3749618470783664,14446.25,127471.94,3,Female,45,-0.11935436616460045,High,0,0,1,16052.169322336445,1.3749618470783664,High,20,K,False
24319,Lisa Jones,Marketing,Analyst,-0.4526362739288534,48974.5,112049.76,28,Female,22,-1.2494394063246912,Medium,0,1,0,130515.08078446203,-0.4526362739288534,Medium,43,L,False
20925,Jonathan Hess,Engineering,Analyst,0.9190840048070249,18279.79,60183.25,27,Female,35,-0.6409320770077193,High,1,0,0,23768.67745640126,0.9190840048070249,Low,30,J,False
91905,Nina Mora,Finance,Manager,0.18563877547349517,36448.93,62253.94,24,Male,54,-0.7278616954815721,High,1,0,0,65262.96149329224,0.18563877547349517,Low,11,N,False
75752,Natalie Johnson,Sales,Analyst,-0.5442209611675457,8643.39,143495.58,12,Female,37,0.8368714370477841,Medium,1,0,0,24770.024058486597,-0.5442209611675457,High,28,N,False
98985,Julie Flynn,Engineering,Analyst,0.005930687861854002,27269.68,116594.02,24,Male,39,-0.11935436616460045,Medium,0,1,0,53797.1834032468,0.005930687861854002,Medium,26,J,False
26573,Albert Kennedy,Marketing,Consultant,-1.729024778418143,16752.17,111794.3,14,Female,59,-1.5102282617462506,Low,1,0,0,1907953.0439404522,-1.729024778418143,Medium,6,A,False
14408,Mr. Edgar Gardner,Finance,Sales Executive,-0.18688998631623735,7285.34,189503.02,13,Female,29,0.6630122001000778,Medium,0,0,1,16134.508820458806,-0.18688998631623735,High,36,M,False
68182,Tiffany Stephens,Finance,Consultant,-1.0242603221085327,41015.62,106203.1,6,Female,37,1.4453787663647562,Medium,0,1,0,194273.63286294753,-1.0242603221085327,Medium,28,T,False
79132,Andrew Smith,HR,Manager,1.0021868915963341,24289.59,60531.33,11,Male,43,-0.29321360311230654,High,0,1,0,30632.70513936892,1.0021868915963341,Low,22,A,False
36930,Victoria Kelley,Marketing,Sales Executive,0.08371205204862193,18343.18,122934.35,23,Female,53,-0.3801432215861597,Medium,1,0,0,34660.16281399504,0.08371205204862193,Medium,12,V,False
80005,Sheila Cox,Finance,Manager,0.8507264408729964,34821.81,186326.0,5,Female,55,-1.0755801693769849,High,0,0,1,46463.486125672076,0.8507264408729964,High,10,S,False
27098,Derek Smith,Sales,Consultant,1.239612032749715,35440.54,182279.12,16,Female,38,-1.0755801693769849,High,1,0,0,41157.46050408592,1.239612032749715,High,27,D,False
68193,Stacey Hardin,Engineering,Sales Executive,-1.4199680457599049,18162.06,68749.02,8,Non-binary,57,0.8368714370477841,Low,1,0,0,186253.64371461957,-1.4199680457599049,Low,8,S,False
88578,Patrick Roach,Finance,Engineer,1.0167417866407094,21130.36,131362.94,10,Non-binary,42,-0.46707284006001293,High,0,0,1,26508.753221586394,1.0167417866407094,High,23,P,False
20655,William Martin,Sales,Consultant,0.08624528058135897,42255.41,176700.04,16,Non-binary,23,-0.5540024585338661,Medium,0,0,1,79733.68936503226,0.08624528058135897,High,42,W,False
29436,Sheila Leon,HR,Engineer,1.6864342563261703,28483.01,181167.15,11,Male,46,-0.29321360311230654,High,0,0,1,28788.684515517918,1.6864342563261703,High,19,S,False
87904,Molly Bell,Sales,Consultant,-0.07673114150186758,45120.86,198396.11,16,Female,47,-0.6409320770077193,Medium,1,0,0,93386.00256248965,-0.07673114150186758,High,18,M,False
