Employee_ID,Name,Department,Role,Base_Salary,Bonus,Total_Compensation,Years_of_Experience,Education_Level,Gender,Age,City,Performance_Rating
77953,Mary Thomas,Marketing,Engineer,110262.13,46298.23,171707.69,25,PhD,Female,26,Chicago,3.9
57120,Sarah Gray,Engineering,Consultant,146942.64,34173.5,92417.45,1,Master's,Other,44,New York,4.7
69132,Andrew Nelson,HR,Analyst,49565.44,37011.72,115261.36,17,Bachelor's,Male,56,New York,3.7
53278,Curtis Smith,Engineering,Engineer,104199.0,14181.6,173153.36,20,Master's,Female,59,Chicago,4.7
24889,Colleen Woods,Engineering,Analyst,73684.6,8736.99,150163.14,6,Bachelor's,Male,52,San Francisco,4.7
57455,Lacey Stone,Engineering,Sales Executive,82282.35,38514.65,193918.5,29,Master's,Female,28,San Francisco,2.7
83638,Jacob Scott,Finance,Manager,93564.67,46208.71,177733.42,5,PhD,Female,29,New York,1.9
95260,Chelsey Mitchell,Engineering,Manager,140680.25,36933.36,143598.92,4,Master's,Male,57,Houston,1.3
16613,Mr. Jason Medina,Engineering,Engineer,68006.56,41146.07,113375.0,10,PhD,Other,38,Los Angeles,4.6
51013,Sean Deleon,Finance,Manager,139555.0,37651.1,69424.67,16,Master's,Other,30,Chicago,1.1
70095,Veronica Thomas,Sales,Engineer,135681.82,29289.91,171805.49,25,PhD,Other,24,New York,4.1
49232,Diana Gardner,Marketing,Consultant,92663.94,22657.21,185558.78,19,PhD,Male,25,Houston,1.7
40287,Stephen Jones,Engineering,Engineer,122155.18,8637.81,167408.14,4,Master's,Other,33,Houston,3.8
91245,Troy Farmer,Finance,Consultant,134078.37,17885.97,100935.19,11,Bachelor's,Other,45,Chicago,2.6
36627,Ivan Patton,Marketing,Sales Executive,47498.3,41336.12,175478.07,26,PhD,Female,57,San Francisco,1.4
71313,Jared Knapp,Engineering,Sales Executive,78650.08,36605.08,157603.75,6,Bachelor's,Female,27,New York,2.6
40630,Katherine Smith,Engineering,Engineer,122326.54,40699.3,134090.03,7,Master's,Female,34,Los Angeles,3.3
65535,Traci Walton,HR,Engineer,104564.58,46781.03,156479.98,13,PhD,Other,35,San Francisco,1.8
39156,William Hess,Marketing,Consultant,102223.29,5392.6,146468.3,17,Bachelor's,Male,35,San Francisco,1.9
26245,Richard Griffith,Finance,Consultant,110605.86,8289.91,105465.04,15,Master's,Male,30,Chicago,1.3
13885,Jeffery Harrington,Engineering,Analyst,54928.4,41145.63,51671.07,18,Bachelor's,Female,55,San Francisco,1.6
20061,Melvin Brooks,HR,Manager,102581.41,13650.33,78399.67,22,PhD,Female,24,San Francisco,4.5
80610,Toni Mcdonald,Finance,Consultant,68219.91,28474.45,183962.21,10,Master's,Other,44,San Francisco,4.9
31093,Kaitlyn Aguilar,Engineering,Manager,70481.6,36694.78,98522.66,9,Master's,Male,40,San Francisco,4.2
56336,Jaime Smith,Finance,Consultant,85871.35,48969.28,136633.03,3,PhD,Male,52,San Francisco,3.0
36456,Ashley Howell,HR,Analyst,60137.61,34662.31,141153.43,12,Bachelor's,Female,41,Chicago,3.0
74027,Brandi Mejia,Marketing,Consultant,92664.95,27609.73,145333.46,6,Bachelor's,Female,41,Chicago,3.7
43577,Annette Payne,Marketing,Manager,87759.66,13283.39,163583.24,15,Bachelor's,Male,53,Los Angeles,1.6
33153,Dylan Reyes,Finance,Analyst,110443.22,7513.88,156055.29,28,Bachelor's,Male,22,San Francisco,4.8
50969,Christopher Jones,Marketing,Analyst,53561.68,48477.41,158264.24,16,Bachelor's,Female,40,Houston,1.7
49949,John Fernandez,Engineering,Sales Executive,144728.16,23530.35,125049.51,23,Master's,Other,31,New York,1.3
27071,Cynthia Mosley,Sales,Manager,73175.38,27312.96,56005.29,7,Bachelor's,Other,23,Los Angeles,2.7
48152,Donna Fitzpatrick,HR,Analyst,109707.06,15311.01,141581.05,27,PhD,Male,36,Los Angeles,4.5
87316,Tyler Brown,Finance,Consultant,58645.23,46959.97,181390.86,18,Master's,Female,50,Houston,1.7
97000,Summer Robinson,Engineering,Analyst,141425.48,39352.12,156733.03,1,Master's,Female,53,New York,4.2
20596,Christopher Sims,Marketing,Manager,55775.04,11230.99,134352.11,27,PhD,Female,22,Los Angeles,2.2
33018,Chelsea Carrillo,Engineering,Sales Executive,42704.45,39686.2,189793.33,28,Master's,Female,33,New York,4.2
15615,Trevor Wang,Sales,Manager,137791.98,23424.74,137786.91,24,Bachelor's,Other,56,Houston,2.5
16903,Matthew Sanchez,Marketing,Engineer,63073.07,42802.19,89962.79,19,Bachelor's,Male,25,Los Angeles,1.8
43758,Nicholas Johnson,Finance,Sales Executive,123575.44,14087.22,171133.86,12,Master's,Female,33,San Francisco,3.4
93374,Julie Jenkins,Sales,Sales Executive,121516.1,7884.38,168389.99,16,PhD,Female,27,New York,3.2
54970,Cheryl Burke,Finance,Consultant,111543.7,37360.66,84116.82,12,Master's,Female,30,New York,3.4
41538,Ethan Guzman,Engineering,Engineer,60092.7,42993.21,81035.03,2,PhD,Male,52,Houston,3.0
44087,Joshua Chang,Finance,Engineer,124484.69,28635.46,167557.26,26,PhD,Other,23,Los Angeles,2.4
52757,Chad Franklin,Marketing,Sales Executive,73230.86,26583.13,91054.48,22,Bachelor's,Female,45,Houston,1.8
98819,Heather Hancock,HR,Engineer,99762.59,36687.6,88065.96,27,PhD,Male,37,San Francisco,1.1
42316,William Randall,Sales,Sales Executive,78583.86,22467.02,192382.07,23,PhD,Male,37,Los Angeles,3.0
98757,Dustin Curry,HR,Manager,63370.37,33220.03,106966.63,11,PhD,Male,33,Los Angeles,2.3
82763,Amy Thomas,Marketing,Sales Executive,107405.33,8028.18,160638.6,3,PhD,Other,44,San Francisco,4.0
64668,Carla Anderson,Finance,Consultant,86639.42,15928.38,196839.57,2,PhD,Male,27,Los Angeles,4.0
38637,Kristopher Sharp,Finance,Engineer,76679.38,20275.36,108165.53,3,PhD,Female,24,San Francisco,3.6
26977,Elizabeth Paul,HR,Engineer,55294.83,26351.63,118725.44,16,PhD,Female,31,Los Angeles,4.6
40034,Grant Jackson,Finance,Sales Executive,82790.32,43475.13,108225.4,10,PhD,Other,50,San Francisco,2.6
76268,Audrey Becker,Marketing,Consultant,113344.2,7722.98,126535.04,21,PhD,Male,25,Houston,2.6
33031,Gerald Robertson,Finance,Sales Executive,134972.55,35659.31,106943.38,12,Master's,Female,29,Houston,4.4
49143,Roger Villa,Engineering,Engineer,63790.34,31871.45,189795.23,17,Master's,Other,28,Chicago,4.6
78537,John Freeman,Finance,Analyst,118347.65,40073.5,46442.18,16,Bachelor's,Other,49,Chicago,2.9
68011,Jason Ramirez,Engineering,Consultant,130255.69,17499.49,198420.53,27,Master's,Female,32,Chicago,4.5
89277,Gregory Ramos,Finance,Analyst,141034.72,13812.1,89575.03,1,Master's,Other,58,San Francisco,3.8
12316,Katrina Graham,Engineering,Engineer,100229.98,45539.72,185267.89,18,Bachelor's,Other,29,Los Angeles,1.5
27815,Sheri Jacobson,HR,Manager,106989.51,40007.27,180641.58,3,Bachelor's,Male,53,Houston,3.1
74097,Richard Green,Sales,Engineer,140337.74,20865.67,125059.93,22,PhD,Female,59,Los Angeles,4.1
77849,Denise Bailey,Marketing,Engineer,42825.12,18204.99,162303.75,10,Master's,Female,33,New York,4.4
43085,Megan Schneider,Sales,Manager,144969.26,49455.6,87240.87,14,Bachelor's,Other,52,Chicago,5.0
52023,Andrew Smith,HR,Analyst,120750.76,17445.86,137902.39,25,Master's,Female,59,Chicago,1.1
88777,Steven Graham,Sales,Sales Executive,122261.5,15513.84,166580.2,19,Bachelor's,Female,35,Chicago,3.9
64606,Carla Allen,Marketing,Sales Executive,70631.55,38484.3,176286.8,26,PhD,Male,51,Houston,2.4
84680,Greg Foster,Finance,Manager,58261.97,11915.13,59571.25,6,PhD,Female,50,Houston,2.8
25602,Brittany Powers,HR,Engineer,112851.93,46516.91,66668.74,28,Bachelor's,Female,59,Houston,2.6
36751,Emily Larsen,Sales,Sales Executive,69804.41,29263.19,54056.63,3,PhD,Other,47,San Francisco,3.3
13025,Amy Nunez,HR,Engineer,146159.42,16179.76,47422.19,27,Bachelor's,Male,43,Houston,4.1
95550,Samantha Lozano,Engineering,Sales Executive,118028.98,17473.59,177759.14,19,Master's,Other,57,San Francisco,3.8
61152,Jeffrey Ford,Finance,Sales Executive,104161.99,23919.36,46793.97,19,Master's,Other,25,Chicago,4.1
22452,Erin Williams,Engineering,Consultant,123206.67,29442.76,131622.37,3,Master's,Other,56,Chicago,1.4
61564,Mr. Justin Cooley,Engineering,Sales Executive,47760.95,12354.85,101377.61,5,Master's,Male,59,Los Angeles,1.1
81049,Danielle Chambers,Engineering,Consultant,77729.83,22071.18,142103.52,21,PhD,Other,49,New York,3.6
70649,Travis Martinez,Finance,Engineer,56005.55,27723.65,151390.84,12,Bachelor's,Other,47,Houston,3.3
71596,Jennifer Lambert,Engineering,Consultant,53114.29,33325.77,143090.71,24,PhD,Other,56,Los Angeles,2.5
46566,Donald Matthews,Sales,Sales Executive,141875.48,30990.86,162415.03,1,Master's,Other,28,Houston,4.4
27908,Kayla Acosta,Marketing,Engineer,40800.98,11231.62,81477.56,11,Bachelor's,Female,32,San Francisco,1.8
84460,Brenda Thompson,Sales,Sales Executive,146268.52,35572.88,81189.9,6,Bachelor's,Male,24,Los Angeles,1.1
59550,Steven Owens,Marketing,Engineer,94918.27,49903.51,131610.58,23,Master's,Male,42,Houston,3.1
89222,Matthew Bartlett,HR,Sales Executive,70033.73,11462.21,85791.96,2,Bachelor's,Female,39,Houston,3.6
20498,Kyle Joseph,Marketing,Consultant,53859.65,39974.19,72193.8,10,Master's,Female,57,San Francisco,3.0
77136,Mary Green,Sales,Consultant,109702.17,28694.79,171843.74,3,Bachelor's,Male,52,Los Angeles,3.0
31730,Diana Pena,Marketing,Consultant,60152.66,13467.14,190568.69,25,Bachelor's,Male,39,Los Angeles,1.2
68079,Cassandra Hicks,HR,Engineer,67360.04,42595.04,55194.21,7,PhD,Other,26,New York,4.4
47374,Kevin Jones,Sales,Consultant,138912.07,35097.53,129276.84,14,Bachelor's,Female,53,New York,1.3
69121,Ann Davis,Engineering,Sales Executive,148887.88,8525.15,156942.73,26,PhD,Male,44,San Francisco,4.4
24913,Mary Wilson,Sales,Engineer,107403.39,37567.77,130908.19,27,PhD,Female,45,Chicago,4.0
24238,Michael Thomas,HR,Analyst,107523.72,40074.5,140524.23,26,PhD,Other,30,Chicago,1.6
55037,Gwendolyn Charles,Finance,Consultant,56688.62,21976.86,118766.96,29,PhD,Other,26,Chicago,3.3
95745,Jacob Singh,HR,Sales Executive,145337.47,46509.11,115251.62,25,Bachelor's,Female,36,Houston,2.7
33585,Gregory Sanders,Finance,Manager,94849.89,18901.55,74288.24,20,Bachelor's,Male,42,New York,2.6
52091,Lauren Ball,HR,Sales Executive,41146.82,49002.99,88993.05,8,Bachelor's,Other,30,Chicago,4.0
58925,Carrie Silva,Sales,Sales Executive,61283.83,13618.69,82138.61,2,Master's,Other,23,Houston,2.8
54275,Dustin Oliver,Engineering,Engineer,47674.16,41443.75,172918.36,21,Master's,Female,28,New York,4.7
94074,Meagan Norton,Marketing,Manager,105082.43,8137.9,137527.43,1,PhD,Male,54,New York,1.0
97262,Ethan Cruz,Marketing,Manager,126766.54,30929.47,82318.79,19,Master's,Other,47,New York,3.3
32015,Bryan Evans,Marketing,Manager,128115.11,14276.85,61772.38,24,PhD,Male,49,San Francisco,1.3
30382,Jack Bauer,Marketing,Engineer,120207.53,43977.48,82081.54,10,Bachelor's,Female,48,San Francisco,3.7
21110,Thomas Russell,Marketing,Analyst,125585.1,8613.63,45550.72,18,PhD,Male,37,Houston,1.5
29035,Darren Cain,Finance,Sales Executive,55987.02,25402.53,79109.51,12,Bachelor's,Other,40,Chicago,3.3
79198,Tyler James,Engineering,Manager,147833.8,29440.34,68072.92,14,PhD,Male,30,New York,2.9
92510,Felicia Kane,Marketing,Manager,147469.49,42808.67,60116.55,24,PhD,Female,32,New York,3.3
34768,Michael Robinson,Finance,Sales Executive,48466.74,12938.17,51905.0,13,Bachelor's,Other,53,Houston,1.2
46773,Melissa Mason,Sales,Engineer,105722.91,6569.4,162590.03,10,Master's,Other,44,Chicago,1.0
26455,Katelyn Rowe,Marketing,Manager,89533.93,21568.96,79258.18,2,PhD,Female,59,Houston,2.3
62893,William Anderson,Marketing,Manager,42191.03,40975.37,108667.91,8,Master's,Other,54,Los Angeles,3.6
43849,David Torres,Marketing,Sales Executive,139428.91,33541.09,113347.96,15,PhD,Other,52,Los Angeles,2.2
25590,Emily Thomas,Sales,Manager,77097.35,22544.75,141587.46,18,Master's,Other,27,Chicago,3.6
75807,Christina Kramer,Marketing,Consultant,135910.4,12818.79,107962.7,17,PhD,Male,54,San Francisco,4.5
86201,Joanne Jefferson,Sales,Sales Executive,78830.37,20585.05,139503.53,13,Bachelor's,Male,47,Houston,3.2
95144,John Schmidt,Marketing,Sales Executive,72089.47,13293.98,46721.6,5,Bachelor's,Other,49,New York,3.8
50071,Shawn Haas,Sales,Consultant,121577.23,37153.27,197635.29,10,Master's,Female,59,Los Angeles,3.4
63153,Jennifer Riley,Marketing,Analyst,142059.96,48022.86,99822.9,17,Bachelor's,Female,43,Chicago,1.2
75951,William Chandler,Marketing,Sales Executive,62934.17,8192.71,80098.14,18,PhD,Other,38,Los Angeles,4.0
40278,Kristy Sanchez,HR,Consultant,108949.18,15309.8,130911.22,25,PhD,Female,30,Chicago,3.6
24412,Bruce Moore,HR,Engineer,140972.25,16468.25,132255.28,2,Master's,Male,31,New York,2.9
99974,Joshua Reeves,HR,Engineer,143676.3,9571.56,51952.6,12,PhD,Other,27,New York,4.7
77618,Tonya Rivera,Marketing,Engineer,65017.27,24805.05,94717.24,12,Master's,Other,27,Los Angeles,1.2
41584,Angela Lewis,Marketing,Consultant,70518.13,37264.83,55932.8,6,Master's,Female,46,Chicago,1.0
40072,Michael Serrano,Finance,Sales Executive,87623.58,29993.16,75434.69,19,Bachelor's,Male,50,New York,4.6
95542,Natalie Coleman,HR,Sales Executive,121866.09,14951.51,94385.65,26,PhD,Other,27,San Francisco,4.6
92101,Michael Alexander,Engineering,Analyst,69604.67,27666.73,135561.35,10,Bachelor's,Other,25,Los Angeles,3.1
15496,Carlos Oliver,Finance,Manager,147282.33,25131.58,97416.81,13,Master's,Male,32,New York,2.6
37478,Jennifer Russell,Engineering,Analyst,81707.59,18902.98,80324.86,8,Bachelor's,Other,43,Los Angeles,4.1
43031,Charles Berry,Engineering,Engineer,82623.56,30779.49,153140.39,7,Bachelor's,Other,43,New York,3.6
66662,Wanda Watkins,HR,Analyst,80212.19,48441.09,135755.05,22,PhD,Other,28,New York,4.9
14966,Barbara King,Marketing,Engineer,105767.78,22311.27,153650.93,27,Master's,Female,26,Chicago,4.6
54967,Kevin Hudson,HR,Analyst,119779.79,19503.17,45489.32,3,PhD,Male,36,San Francisco,1.7
79819,Dominique Strickland,Finance,Sales Executive,139780.44,28464.57,131544.45,26,Master's,Female,42,San Francisco,3.0
12858,Stacy Brown,Engineering,Analyst,73761.8,47858.42,144077.54,12,Bachelor's,Other,46,Los Angeles,1.6
47678,Stephanie Smith,Engineering,Engineer,94756.57,41375.9,166062.42,26,PhD,Other,55,Chicago,4.7
81067,Jacob Cooke,Finance,Analyst,114471.65,38123.45,166857.76,2,PhD,Male,58,Chicago,4.2
92811,Lisa Reeves,Finance,Manager,89134.3,29469.43,196343.95,8,PhD,Female,31,Los Angeles,5.0
29838,Michael Higgins,HR,Sales Executive,133848.31,34698.61,113650.56,10,Master's,Female,35,San Francisco,2.2
11296,Jennifer Diaz PhD,HR,Consultant,115074.41,44014.72,45837.61,21,PhD,Other,37,Houston,3.8
93283,Mrs. Alyssa Scott,HR,Analyst,73335.22,33523.28,103599.52,18,Master's,Other,35,Houston,2.1
65733,Cynthia Santos,Marketing,Consultant,111294.98,33607.99,132264.71,12,Bachelor's,Female,46,San Francisco,1.3
71931,Austin Clark,HR,Engineer,53990.08,13030.2,68365.77,8,Bachelor's,Other,37,Houston,2.5
84026,Alison Velasquez,Marketing,Engineer,87505.28,30373.01,199298.45,11,Bachelor's,Other,30,San Francisco,1.3
62498,Crystal Ellison,Finance,Analyst,127737.52,31026.56,63149.1,14,Bachelor's,Other,36,Chicago,2.7
38621,Andrew Howard,HR,Consultant,149175.71,15158.07,62677.12,24,PhD,Female,46,New York,4.4
54185,Amber Cherry,Finance,Analyst,101885.61,31586.86,72248.0,24,PhD,Male,51,New York,2.2
32925,Ryan Greene,Engineering,Consultant,58235.93,32841.27,141381.87,2,Master's,Female,50,Los Angeles,3.1
22156,Christina Wang,Sales,Analyst,115653.46,17217.06,119977.25,8,Master's,Other,47,Houston,2.2
79415,Emily Stanley,Sales,Manager,105089.25,49578.34,92211.99,2,PhD,Female,41,New York,1.6
98261,Melissa Parker,Finance,Sales Executive,96100.09,23591.45,93000.5,21,Master's,Female,30,San Francisco,1.9
30127,Martin Boone,Finance,Manager,125075.51,32967.38,95842.56,20,Bachelor's,Male,26,Houston,2.7
84202,Shannon Franklin,Sales,Analyst,111968.08,33692.19,165659.62,12,Bachelor's,Female,33,Los Angeles,4.6
51429,Oscar Young,Marketing,Engineer,75085.0,38950.0,131450.83,15,Bachelor's,Female,54,Houston,2.4
83295,Brandon Reeves,Engineering,Analyst,140300.98,5566.06,84327.88,19,Bachelor's,Male,48,Houston,1.6
36840,Kenneth Potts,HR,Analyst,66175.63,46696.32,141503.27,28,PhD,Female,45,Los Angeles,2.2
58270,Sharon Kennedy,Finance,Consultant,79097.3,49185.6,174566.26,7,Master's,Female,59,New York,4.9
14609,David Williams,Engineering,Sales Executive,98546.15,28131.94,134776.04,15,PhD,Male,26,Chicago,3.1
50542,Robert Mathis,HR,Analyst,119288.69,23729.43,184960.53,22,PhD,Other,41,San Francisco,3.6
53016,Robert Chapman,Engineering,Manager,99708.88,43312.73,153409.0,5,PhD,Female,38,Houston,2.7
14794,Susan Frost,Marketing,Engineer,65296.94,33315.93,134771.39,24,Bachelor's,Other,32,San Francisco,4.1
91139,Nicole Robinson,HR,Manager,82028.52,44645.61,136237.76,21,Bachelor's,Other,59,Chicago,3.5
61863,Chad Rodriguez,Finance,Manager,40038.04,38692.52,90806.64,14,PhD,Other,25,Chicago,3.8
99893,Daniel Black,Marketing,Engineer,65674.64,47844.66,121647.28,8,Master's,Female,56,Chicago,1.7
80328,Bernard Frost,Engineering,Sales Executive,115948.94,23047.03,115904.17,21,Bachelor's,Male,29,New York,3.1
14862,Benjamin Payne,HR,Sales Executive,107664.32,6580.23,114408.51,1,Bachelor's,Male,25,New York,3.2
94474,Karen Burton,HR,Engineer,143285.24,38932.7,63352.36,9,PhD,Other,28,Los Angeles,2.0
56680,Rhonda Scott,Finance,Consultant,94829.33,18577.19,112659.99,19,Master's,Male,55,Houston,4.8
59602,Jordan Myers,Marketing,Analyst,72385.1,26779.36,111524.19,2,PhD,Male,42,Chicago,2.9
45296,Angela Mercado,Finance,Manager,75490.32,28376.98,80301.42,27,Master's,Male,45,San Francisco,2.0
47608,Harry Sanchez,Engineering,Sales Executive,80071.64,23604.68,115355.23,3,PhD,Other,25,New York,1.9
66421,Matthew Howard,HR,Consultant,91350.93,44571.4,103261.78,14,Master's,Male,51,New York,4.5
37188,Monica Collins,Sales,Analyst,122062.09,44524.89,184614.98,5,Bachelor's,Female,57,Chicago,4.2
57564,Deborah Schultz,Finance,Analyst,82698.42,28057.9,143032.5,22,PhD,Male,34,San Francisco,3.5
81104,Kimberly Suarez,Finance,Sales Executive,54330.27,40877.79,46785.98,9,Master's,Male,22,New York,4.5
72006,Sabrina Espinoza,Marketing,Analyst,77542.43,10588.48,82928.76,13,Bachelor's,Female,37,New York,4.4
64680,Traci Ramirez,Engineering,Engineer,93044.41,36902.16,129784.75,7,Master's,Female,53,San Francisco,3.6
14878,Mary Harrell,Finance,Consultant,52976.15,5312.7,115117.14,13,Master's,Other,56,Los Angeles,2.9
98802,Beth Hawkins,Marketing,Engineer,123552.58,44219.85,182093.49,3,Bachelor's,Female,24,New York,4.5
23886,Katie Henderson,Sales,Engineer,96075.35,30845.81,188322.53,13,Bachelor's,Male,31,San Francisco,4.3
29560,Jerry Davidson,Marketing,Engineer,106686.7,25239.75,84329.97,28,Master's,Female,59,Los Angeles,4.7
47286,Heather Kaufman,HR,Engineer,43311.78,18044.82,108631.02,16,Bachelor's,Female,48,Chicago,4.7
18167,Amber Anderson,Finance,Engineer,133379.9,26663.33,195214.9,20,Master's,Female,47,San Francisco,4.1
27079,Charlotte Torres,Marketing,Sales Executive,101949.01,22404.25,168406.93,10,PhD,Male,45,Houston,4.5
23198,James Frey,Sales,Sales Executive,55179.43,48539.63,125601.02,25,Master's,Male,49,San Francisco,3.7
35821,Courtney Russell,Marketing,Analyst,94238.91,16578.8,147304.35,12,Master's,Other,50,Los Angeles,2.5
39411,Molly Dean,Marketing,Sales Executive,59398.29,25791.07,182913.18,6,Master's,Female,36,Los Angeles,2.3
25234,Douglas Barker,Engineering,Consultant,136410.98,44575.32,48967.23,29,Master's,Male,39,Houston,3.3
83032,Joseph Mccarthy,HR,Engineer,69243.89,45729.44,133615.24,16,PhD,Male,23,New York,2.4
96889,Jennifer Schmidt,Engineering,Engineer,100926.48,25977.76,187782.49,2,Master's,Female,41,San Francisco,3.4
58517,Amy Bennett,HR,Engineer,64078.52,39199.12,198690.31,2,PhD,Female,52,Chicago,1.1
75296,Kevin Moore,Sales,Manager,145398.56,14777.68,150762.47,27,PhD,Male,38,San Francisco,3.3
80994,Amanda Berg,Marketing,Engineer,84429.53,16885.43,191473.98,11,Master's,Male,26,Houston,2.2
29365,Brittany Gonzalez,Sales,Engineer,135557.43,38333.8,140131.42,19,PhD,Other,35,Chicago,4.6
68239,Diane Garcia,HR,Engineer,54150.05,48411.31,172075.57,16,PhD,Female,37,New York,3.5
68625,Daniel Murphy,Engineering,Engineer,74577.8,40219.85,77783.55,5,Master's,Female,42,Houston,4.9
92069,Amy Bennett,Finance,Manager,55585.2,48779.65,170018.36,16,Master's,Male,39,Los Angeles,2.0
19804,Nathan Baxter,Sales,Sales Executive,58686.13,17217.62,145502.38,27,Bachelor's,Female,30,Los Angeles,4.6
28299,Bradley Wheeler,Marketing,Consultant,83152.51,17824.64,82068.67,16,Master's,Other,24,Los Angeles,4.1
78397,Jessica Martin,Sales,Sales Executive,66084.23,5734.74,109772.4,17,Bachelor's,Other,35,San Francisco,3.2
80206,Stephen Sandoval,HR,Engineer,107625.72,44869.5,157183.7,11,PhD,Female,23,San Francisco,1.8
98235,Daniel Clements,Marketing,Manager,132452.3,6555.54,75421.21,24,PhD,Other,41,New York,4.6
12255,Scott Navarro,Finance,Consultant,131734.49,46364.29,148151.98,18,PhD,Female,22,Chicago,4.7
69266,Stephanie Newman,Marketing,Sales Executive,41043.56,45343.97,61959.96,23,Bachelor's,Other,37,Los Angeles,1.7
20542,Jeff Johnson,Engineering,Engineer,44761.26,14184.77,94259.25,19,Master's,Other,43,Los Angeles,2.9
54795,Julia Thomas,Marketing,Consultant,53891.95,7034.84,76418.23,27,Master's,Male,38,Chicago,3.3
73432,Krystal Owens,Finance,Engineer,60453.2,23826.15,77190.35,9,PhD,Male,57,San Francisco,2.2
97062,Mr. Timothy Burgess,Marketing,Manager,111297.56,18001.57,63963.21,5,PhD,Female,36,Los Angeles,1.1
56363,Jeremy Mcgee,Finance,Engineer,111820.3,10560.72,161793.75,17,Bachelor's,Female,42,Los Angeles,4.5
49514,Juan Bailey,Finance,Engineer,66112.19,33246.08,196150.19,15,Bachelor's,Male,39,New York,2.5
60861,Laura Smith,Finance,Sales Executive,64652.11,25402.17,108558.77,3,Bachelor's,Female,28,Houston,2.6
38670,Maurice Daniel,Finance,Manager,108487.97,41020.15,187803.71,21,Bachelor's,Other,51,Chicago,4.2
90986,Vickie Hall,Marketing,Consultant,42966.7,37117.34,148709.76,16,PhD,Female,22,San Francisco,2.5
81419,Zachary Jackson,HR,Manager,138305.69,47229.97,189669.21,8,Bachelor's,Other,51,Houston,2.6
68012,Jessica Neal,HR,Consultant,116567.76,44113.91,94693.67,23,Master's,Other,27,New York,4.0
14673,Tammy Mckinney,HR,Consultant,129453.75,26250.37,196682.44,17,Bachelor's,Female,56,Houston,2.0
59265,Mrs. Toni Garcia,Marketing,Consultant,96375.77,32386.36,193722.17,16,Bachelor's,Other,30,Chicago,4.1
57793,Haley Coleman,Engineering,Analyst,93047.72,21657.58,94230.86,22,Master's,Male,22,Chicago,3.4
59902,Christopher Lopez,Engineering,Manager,82010.34,46927.84,65406.06,14,Bachelor's,Male,45,Houston,4.8
27991,Alexa Salazar,Sales,Sales Executive,102543.73,41381.67,93807.36,24,PhD,Female,28,Houston,2.4
72121,Karen Berry,Sales,Sales Executive,66324.51,26368.42,150346.76,5,Master's,Male,41,Houston,1.6
31830,Brenda Doyle,HR,Consultant,71862.1,19322.77,86722.93,3,Bachelor's,Female,28,San Francisco,3.1
84525,Christine Gonzales,Marketing,Manager,141148.15,24761.28,189215.45,4,PhD,Male,51,San Francisco,2.2
27350,Cheyenne Frank,Marketing,Manager,48344.55,47487.63,87863.37,9,PhD,Male,42,Los Angeles,2.0
86630,David Herrera,Finance,Manager,49963.06,44650.61,143869.43,19,Bachelor's,Other,34,San Francisco,4.0
97863,Vincent Morris,Finance,Analyst,133884.74,27199.43,102341.55,19,Bachelor's,Other,54,San Francisco,2.7
68120,Daniel Rivera,Marketing,Manager,82259.59,17916.14,139694.09,29,PhD,Other,44,Chicago,4.9
46523,Alicia Allen,HR,Engineer,118717.7,47923.34,71516.88,1,PhD,Male,41,Chicago,2.1
80262,Kevin Bowers,Finance,Engineer,131370.06,33086.69,187235.08,18,PhD,Female,58,San Francisco,2.3
32227,Anna Martin,Marketing,Consultant,50826.41,20616.31,179649.59,19,Bachelor's,Female,32,New York,4.5
84395,Julie Mullins,Sales,Consultant,86899.04,9313.88,143008.55,13,Master's,Male,48,Houston,4.0
63302,Katie Adams,Engineering,Sales Executive,65887.4,33963.83,167758.72,18,PhD,Female,29,San Francisco,2.2
10042,Philip Lambert,Marketing,Consultant,111757.25,27578.94,97312.05,8,Bachelor's,Other,51,Chicago,1.9
80154,Ashley Melendez,Engineering,Sales Executive,99579.29,34048.25,71083.71,19,Bachelor's,Female,44,Houston,2.8
50346,Breanna Taylor,Sales,Sales Executive,71386.85,24815.91,76025.61,4,PhD,Female,35,Houston,4.9
77576,Cody Elliott,Finance,Consultant,82880.46,16267.21,80793.75,1,PhD,Other,31,Los Angeles,3.3
83742,Ashley Harris,Engineering,Manager,41985.47,16503.31,116030.53,13,Bachelor's,Male,23,New York,2.0
78133,Danielle Smith,Marketing,Sales Executive,140970.23,24339.29,52952.92,24,Bachelor's,Other,22,Chicago,1.1
41123,Abigail Dodson,Sales,Consultant,42030.64,11306.81,82682.74,29,Bachelor's,Female,46,Chicago,2.1
54764,Sarah Avila,Sales,Engineer,69076.82,39317.7,59563.81,8,Master's,Male,53,Houston,1.4
45668,Gloria Mitchell,Engineering,Engineer,75984.98,5429.95,67531.06,11,Master's,Other,57,Los Angeles,1.7
48288,Kathleen Torres,Finance,Manager,145756.69,33550.57,117372.63,7,PhD,Other,47,Houston,3.1
88093,Jason Bennett,Finance,Engineer,89933.08,44617.83,85453.2,9,Master's,Female,26,Chicago,4.1
57710,Mary Pacheco,HR,Consultant,75823.32,43576.73,61487.5,17,Bachelor's,Male,52,Houston,1.2
45001,Andrew Carlson,Finance,Analyst,51537.65,33513.32,73399.88,11,Master's,Male,55,Los Angeles,2.1
61745,Daniel Olson,HR,Manager,60734.94,43531.53,95976.62,7,PhD,Male,22,Chicago,2.1
